nohup: ignoring input

   INFO  Server running on [http://0.0.0.0:9090].  

  Press Ctrl+C to stop the server
  2026-08-13 09:47:20 /build/assets/LabelBadge-1y8SCKmW.js ......... ~ 1.14ms
  2026-08-13 09:47:20 /build/assets/PlatformPreview-D-q1qg7r.js .... ~ 1.13ms
  2026-08-13 09:47:20 /build/assets/_plugin-vue_export-helper-BDNMzG2s.js  ~ 1.12ms
  2026-08-13 09:47:20 /build/assets/PlatformPreview-C-pNuIQ-.css ... ~ 0.67ms
  2026-08-13 09:47:20 /build/assets/textarea-wv-JoI3T.js ........... ~ 0.58ms
  2026-08-13 09:47:20 /build/assets/httpError-B_QGHx3X.js .......... ~ 0.57ms
  2026-08-13 09:47:20 /build/assets/usePostEcho-CpbpiRzD.js ........ ~ 0.71ms
  2026-08-13 09:47:20 /notifications ............................... ~ 0.04ms
  2026-08-13 09:47:20 /storage/social-accounts/0d12d54f-606a-458c-97d8-796dd4b70014.jpg  ~ 0.08ms
  2026-08-13 09:47:20 /build/assets/php_vi-BOZuxoyi.js ............. ~ 0.48ms
  2026-08-13 09:47:20 /images/accounts/facebook.png ................ ~ 0.33ms
  2026-08-13 09:47:20 /storage/social-accounts/01d3d468-3176-4f39-9ebb-8aec23a000af.jpg  ~ 0.51ms
  2026-08-13 09:47:20 /presence/heartbeat ........................ ~ 500.71ms
  2026-08-13 09:47:20 /images/accounts/tiktok.png ................ ~ 501.45ms
  2026-08-13 09:47:20 /storage/social-accounts/15714988-d5bd-4693-8769-e4b97f2e9e0b.jpg  ~ 501.70ms
  2026-08-13 09:47:20 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58/edit  ~ 0.12ms
  2026-08-13 09:47:20 /images/accounts/youtube.png ............... ~ 501.60ms
  2026-08-13 09:47:20 /build/assets/app-D6m_3w8G.js .............. ~ 501.47ms
  2026-08-13 09:47:21 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:47:21 /build/assets/app-D6m_3w8G.js ................ ~ 0.06ms
  2026-08-13 09:47:23 /assets/search ............................... ~ 0.18ms
  2026-08-13 09:47:23 /assets/unsplash/trending .................. ~ 501.33ms
  2026-08-13 09:47:23 /assets/giphy/trending ..................... ~ 501.00ms
  2026-08-13 09:47:23 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 0.24ms
  2026-08-13 09:47:25 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 0.12ms
  2026-08-13 09:47:27 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58 .. ~ 0.13ms
  2026-08-13 09:47:27 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58/edit  ~ 0.05ms
  2026-08-13 09:47:27 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58/edit  ~ 0.23ms
  2026-08-13 09:47:27 /build/assets/app-D6m_3w8G.js ................ ~ 0.37ms
  2026-08-13 09:47:28 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:47:29 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58 .. ~ 0.14ms
  2026-08-13 09:47:29 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58/edit  ~ 500.54ms
  2026-08-13 09:47:29 /build/assets/app-D6m_3w8G.js ................ ~ 0.07ms
  2026-08-13 09:47:29 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58/edit  ~ 0.05ms
  2026-08-13 09:47:30 /build/assets/app-D6m_3w8G.js ................ ~ 0.05ms
  2026-08-13 09:47:30 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58 .. ~ 0.13ms
  2026-08-13 09:47:30 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58 .. ~ 0.03ms
  2026-08-13 09:47:30 /build/assets/Show-CRTmyzDT.js ............... ~ 0.06ms
  2026-08-13 09:47:30 /build/assets/card-DCVVMaiD.js ............... ~ 0.23ms
  2026-08-13 09:47:30 /build/assets/usePostStatus-CFFFFHlm.js ...... ~ 0.41ms
  2026-08-13 09:47:30 /notifications ............................... ~ 0.03ms
  2026-08-13 09:47:30 /presence/heartbeat ........................ ~ 500.56ms
  2026-08-13 09:47:30 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58  ~ 500.88ms
  2026-08-13 09:47:30 /build/assets/app-D6m_3w8G.js ................ ~ 0.13ms
  2026-08-13 09:47:31 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:47:32 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 0.15ms
  2026-08-13 09:47:39 /notifications ............................... ~ 0.16ms
  2026-08-13 09:47:46 /notifications ............................... ~ 0.14ms
  2026-08-13 09:47:49 /notifications/019ffa85-1669-7086-9857-2695de08c381/read  ~ 0.12ms
  2026-08-13 09:47:49 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58/edit  ~ 0.04ms
  2026-08-13 09:47:49 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58  ~ 500.47ms
  2026-08-13 09:47:49 /notifications ............................... ~ 0.04ms
  2026-08-13 09:47:49 /presence/heartbeat .......................... ~ 0.06ms
  2026-08-13 09:47:49 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58 .. ~ 0.32ms
  2026-08-13 09:47:49 /build/assets/app-D6m_3w8G.js ................ ~ 0.14ms
  2026-08-13 09:47:49 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:47:49 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 0.38ms
  2026-08-13 09:47:53 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58 .. ~ 0.13ms
  2026-08-13 09:47:53 /build/assets/app--WTW5DNB.css ............... ~ 0.11ms
  2026-08-13 09:47:53 /build/assets/app-D6m_3w8G.js ................ ~ 0.30ms
  2026-08-13 09:47:53 /build/assets/Show-CRTmyzDT.js ............... ~ 0.07ms
  2026-08-13 09:47:53 /build/assets/tabler-icons-vue-IynuKI1e.js ... ~ 0.24ms
  2026-08-13 09:47:53 /build/assets/button-BTTi7SDU.js ............. ~ 0.34ms
  2026-08-13 09:47:53 /build/assets/avatar-CaemH612.js ............. ~ 0.50ms
  2026-08-13 09:47:53 /build/assets/core-DqAwJdv3.js ............... ~ 0.63ms
  2026-08-13 09:47:53 /build/assets/createContext-DaDdvz1Q.js ...... ~ 0.61ms
  2026-08-13 09:47:53 /build/assets/AppLayout-bA2qkYf_.js .......... ~ 0.04ms
  2026-08-13 09:47:53 /build/assets/PopperContent-BTNI29EK.js ...... ~ 0.16ms
  2026-08-13 09:47:53 /build/assets/FocusScope-CYx6H_9V.js ......... ~ 0.27ms
  2026-08-13 09:47:53 /build/assets/utils-B8GuMAhl.js .............. ~ 0.41ms
  2026-08-13 09:47:53 /build/assets/separator-1RK1Bc3I.js .......... ~ 0.56ms
  2026-08-13 09:47:53 /build/assets/tooltip-Cz_94xSI.js ............ ~ 0.68ms
  2026-08-13 09:47:53 /build/assets/RovingFocusGroup-sLwXrav5.js ... ~ 0.81ms
  2026-08-13 09:47:53 /build/assets/useWorkspaceRole-CC4ybjcu.js ... ~ 0.90ms
  2026-08-13 09:47:53 /build/assets/input-C_efJ9f2.js .............. ~ 0.98ms
  2026-08-13 09:47:53 /build/assets/app-Ce40fLGO.js ................ ~ 1.13ms
  2026-08-13 09:47:53 /build/assets/bluesky-rpJ3PDxS.js ............ ~ 1.30ms
  2026-08-13 09:47:53 /build/assets/wayfinder-Bh70ToPC.js .......... ~ 1.43ms
  2026-08-13 09:47:53 /build/assets/facebook-DwZ9bqPA.js ........... ~ 1.55ms
  2026-08-13 09:47:53 /build/assets/instagram-facebook-bSSjVdPB.js . ~ 1.67ms
  2026-08-13 09:47:53 /build/assets/linkedin-CQtUfRGO.js ........... ~ 1.73ms
  2026-08-13 09:47:53 /build/assets/mastodon-CdcPKdKc.js ........... ~ 1.85ms
  2026-08-13 09:47:53 /build/assets/welcome-DWPlpLcW.js ............ ~ 1.98ms
  2026-08-13 09:47:53 /build/assets/workspaces-DtMydsUB.js ......... ~ 2.11ms
  2026-08-13 09:47:53 /build/assets/routes-CpuLwph5.js ............. ~ 2.24ms
  2026-08-13 09:47:53 /build/assets/AppLayout-DdDFLSH-.css ......... ~ 2.38ms
  2026-08-13 09:47:53 /build/assets/ImagePreviewDialog-CGqWeuZi.js . ~ 2.48ms
  2026-08-13 09:47:53 /build/assets/dialog-OyJtxarH.js ............. ~ 2.54ms
  2026-08-13 09:47:53 /build/assets/mediaType-B-hyaVWm.js .......... ~ 2.68ms
  2026-08-13 09:47:53 /build/assets/LabelBadge-1y8SCKmW.js ......... ~ 2.79ms
  2026-08-13 09:47:53 /build/assets/card-DCVVMaiD.js ............... ~ 2.90ms
  2026-08-13 09:47:53 /build/assets/usePostEcho-CpbpiRzD.js ........ ~ 3.06ms
  2026-08-13 09:47:53 /build/assets/usePlatformLogo-ATeAMjjN.js .... ~ 3.18ms
  2026-08-13 09:47:53 /build/assets/usePostStatus-CFFFFHlm.js ...... ~ 3.26ms
  2026-08-13 09:47:53 /build/assets/date-BYsCFjU8.js ............... ~ 3.31ms
  2026-08-13 09:47:53 /build/assets/post-CoVPaGrt.js ............... ~ 3.45ms
  2026-08-13 09:47:53 /favicon.svg ................................. ~ 0.03ms
  2026-08-13 09:47:53 /notifications ............................... ~ 0.04ms
  2026-08-13 09:47:53 /storage/social-accounts/01d3d468-3176-4f39-9ebb-8aec23a000af.jpg  ~ 0.31ms
  2026-08-13 09:47:53 /images/accounts/tiktok.png .................. ~ 0.39ms
  2026-08-13 09:47:53 /presence/heartbeat .......................... ~ 0.26ms
  2026-08-13 09:47:53 /build/assets/php_vi-BOZuxoyi.js ............. ~ 0.76ms
  2026-08-13 09:47:53 /posts/019ffa84-e10e-71ca-9502-62bd3091fc58  ~ 500.61ms
  2026-08-13 09:47:53 /favicon.ico ............................... ~ 500.78ms
  2026-08-13 09:47:53 /build/assets/app-D6m_3w8G.js .............. ~ 501.43ms
  2026-08-13 09:47:53 /build/assets/app-D6m_3w8G.js ................ ~ 0.46ms
  2026-08-13 09:47:53 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 501.38ms
  2026-08-13 09:47:54 /build/assets/app-D6m_3w8G.js ................ ~ 0.05ms
  2026-08-13 09:47:54 /notifications ............................... ~ 0.10ms
  2026-08-13 09:47:56 /notifications/archive-all ................... ~ 0.15ms
  2026-08-13 09:47:58 /posts/create .............................. ~ 500.55ms
  2026-08-13 09:47:58 /build/assets/Create-BSquMsNo.js ............. ~ 0.14ms
  2026-08-13 09:47:58 /build/assets/label-9qEKBa0s.js .............. ~ 0.28ms
  2026-08-13 09:47:58 /build/assets/switch-Bt4UTqer.js ............. ~ 0.42ms
  2026-08-13 09:47:58 /build/assets/VisuallyHiddenInput-B-X-2RFJ.js  ~ 0.56ms
  2026-08-13 09:47:58 /build/assets/useFormControl-BRg5RSpq.js ..... ~ 0.62ms
  2026-08-13 09:47:58 /build/assets/PostTemplateController-w1N7zGJk.js  ~ 0.71ms
  2026-08-13 09:47:58 /build/assets/PageHeader-m6brLnwq.js ......... ~ 0.79ms
  2026-08-13 09:47:58 /build/assets/ContentStylePicker-t784TBpg.js . ~ 0.90ms
  2026-08-13 09:47:58 /build/assets/CollapsibleTrigger-DPwTAYUD.js . ~ 0.97ms
  2026-08-13 09:47:58 /build/assets/textarea-wv-JoI3T.js ........... ~ 1.03ms
  2026-08-13 09:47:58 /build/assets/content-type-DaWcjRm9.js ....... ~ 1.15ms
  2026-08-13 09:47:58 /notifications ............................... ~ 0.04ms
  2026-08-13 09:47:58 /presence/heartbeat .......................... ~ 0.30ms
  2026-08-13 09:47:58 /posts/create ................................ ~ 0.29ms
  2026-08-13 09:47:58 /build/assets/app-D6m_3w8G.js ................ ~ 0.32ms
  2026-08-13 09:47:58 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:47:59 /posts ....................................... ~ 0.14ms
  2026-08-13 09:47:59 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 500.58ms
  2026-08-13 09:47:59 /build/assets/app--WTW5DNB.css ............... ~ 0.06ms
  2026-08-13 09:47:59 /build/assets/app-D6m_3w8G.js ................ ~ 0.22ms
  2026-08-13 09:47:59 /build/assets/Edit-BpXviijz.js ............... ~ 0.03ms
  2026-08-13 09:47:59 /build/assets/useCalendarLocale-BPGkF3lx.js .. ~ 0.10ms
  2026-08-13 09:47:59 /build/assets/PopperContent-BTNI29EK.js ...... ~ 0.17ms
  2026-08-13 09:47:59 /build/assets/core-DqAwJdv3.js ............... ~ 0.26ms
  2026-08-13 09:47:59 /build/assets/button-BTTi7SDU.js ............. ~ 0.41ms
  2026-08-13 09:47:59 /build/assets/tabler-icons-vue-IynuKI1e.js ... ~ 0.54ms
  2026-08-13 09:47:59 /build/assets/createContext-DaDdvz1Q.js ...... ~ 0.12ms
  2026-08-13 09:47:59 /build/assets/avatar-CaemH612.js ............. ~ 0.21ms
  2026-08-13 09:47:59 /build/assets/calendar-C7X2EAOO.js ........... ~ 0.36ms
  2026-08-13 09:47:59 /build/assets/utils-B8GuMAhl.js .............. ~ 0.50ms
  2026-08-13 09:47:59 /build/assets/select-zx0caq-Y.js ............. ~ 0.64ms
  2026-08-13 09:47:59 /build/assets/FocusScope-CYx6H_9V.js ......... ~ 0.78ms
  2026-08-13 09:47:59 /build/assets/ohash.D__AXeF1-Bg1VnB0V.js ..... ~ 0.89ms
  2026-08-13 09:47:59 /build/assets/separator-1RK1Bc3I.js .......... ~ 0.98ms
  2026-08-13 09:47:59 /build/assets/useFormControl-BRg5RSpq.js ..... ~ 1.10ms
  2026-08-13 09:47:59 /build/assets/useKbd-D5ogEQRo.js ............. ~ 1.18ms
  2026-08-13 09:47:59 /build/assets/dialog-OyJtxarH.js ............. ~ 1.33ms
  2026-08-13 09:47:59 /build/assets/AppLayout-bA2qkYf_.js .......... ~ 0.26ms
  2026-08-13 09:47:59 /build/assets/tooltip-Cz_94xSI.js ............ ~ 0.40ms
  2026-08-13 09:47:59 /build/assets/RovingFocusGroup-sLwXrav5.js ... ~ 0.55ms
  2026-08-13 09:47:59 /build/assets/useWorkspaceRole-CC4ybjcu.js ... ~ 0.62ms
  2026-08-13 09:47:59 /build/assets/input-C_efJ9f2.js .............. ~ 0.70ms
  2026-08-13 09:47:59 /build/assets/app-Ce40fLGO.js ................ ~ 0.84ms
  2026-08-13 09:47:59 /build/assets/bluesky-rpJ3PDxS.js ............ ~ 0.99ms
  2026-08-13 09:47:59 /build/assets/wayfinder-Bh70ToPC.js .......... ~ 1.11ms
  2026-08-13 09:47:59 /build/assets/facebook-DwZ9bqPA.js ........... ~ 1.22ms
  2026-08-13 09:47:59 /build/assets/instagram-facebook-bSSjVdPB.js . ~ 1.33ms
  2026-08-13 09:47:59 /build/assets/linkedin-CQtUfRGO.js ........... ~ 1.39ms
  2026-08-13 09:47:59 /build/assets/mastodon-CdcPKdKc.js ........... ~ 1.50ms
  2026-08-13 09:47:59 /build/assets/welcome-DWPlpLcW.js ............ ~ 1.62ms
  2026-08-13 09:47:59 /build/assets/workspaces-DtMydsUB.js ......... ~ 1.75ms
  2026-08-13 09:47:59 /build/assets/routes-CpuLwph5.js ............. ~ 1.86ms
  2026-08-13 09:47:59 /build/assets/AppLayout-DdDFLSH-.css ......... ~ 1.99ms
  2026-08-13 09:47:59 /build/assets/label-9qEKBa0s.js .............. ~ 2.09ms
  2026-08-13 09:47:59 /build/assets/command-C1qhAQ0W.js ............ ~ 2.25ms
  2026-08-13 09:47:59 /build/assets/ListboxItem-phMBTlsL.js ........ ~ 2.38ms
  2026-08-13 09:47:59 /build/assets/VisuallyHiddenInput-B-X-2RFJ.js  ~ 2.48ms
  2026-08-13 09:47:59 /build/assets/popover-BuF8nwRB.js ............ ~ 2.54ms
  2026-08-13 09:47:59 /build/assets/tabs-Do1cApjO.js ............... ~ 2.68ms
  2026-08-13 09:47:59 /build/assets/RovingFocusItem-5Zmha37h.js .... ~ 2.84ms
  2026-08-13 09:47:59 /build/assets/usePostCompliance-68Q1YGW3.js .. ~ 2.92ms
  2026-08-13 09:47:59 /build/assets/checkbox-DxFqRFOj.js ........... ~ 2.99ms
  2026-08-13 09:47:59 /build/assets/combobox-CJ5TxGCA.js ........... ~ 3.12ms
  2026-08-13 09:47:59 /build/assets/InputError-DvuaAZHb.js ......... ~ 3.24ms
  2026-08-13 09:47:59 /build/assets/useMedia-CJ5hU_yH.js ........... ~ 3.35ms
  2026-08-13 09:47:59 /build/assets/date-BYsCFjU8.js ............... ~ 3.43ms
  2026-08-13 09:47:59 /build/assets/mediaType-B-hyaVWm.js .......... ~ 0.19ms
  2026-08-13 09:47:59 /build/assets/usePlatformLogo-ATeAMjjN.js .... ~ 0.30ms
  2026-08-13 09:47:59 /build/assets/content-type-DaWcjRm9.js ....... ~ 0.39ms
  2026-08-13 09:47:59 /build/assets/platform-CgfdAqyZ.js ........... ~ 0.49ms
  2026-08-13 09:47:59 /build/assets/post-CoVPaGrt.js ............... ~ 0.61ms
  2026-08-13 09:47:59 /build/assets/ConfirmDeleteModal-BxzxNQLh.js . ~ 0.76ms
  2026-08-13 09:47:59 /build/assets/ImagePreviewDialog-CGqWeuZi.js . ~ 0.83ms
  2026-08-13 09:47:59 /build/assets/GalleryBrowser-C1cRnUP4.js ..... ~ 0.90ms
  2026-08-13 09:47:59 /build/assets/EmptyState-tdqGiatA.js ......... ~ 1.00ms
  2026-08-13 09:47:59 /build/assets/debounce-DVFE89n3.js ........... ~ 1.12ms
  2026-08-13 09:47:59 /build/assets/LabelBadge-1y8SCKmW.js ......... ~ 1.24ms
  2026-08-13 09:47:59 /build/assets/PlatformPreview-D-q1qg7r.js .... ~ 1.36ms
  2026-08-13 09:47:59 /build/assets/_plugin-vue_export-helper-BDNMzG2s.js  ~ 1.44ms
  2026-08-13 09:47:59 /build/assets/PlatformPreview-C-pNuIQ-.css ... ~ 1.50ms
  2026-08-13 09:47:59 /build/assets/textarea-wv-JoI3T.js ........... ~ 1.58ms
  2026-08-13 09:47:59 /build/assets/httpError-B_QGHx3X.js .......... ~ 1.69ms
  2026-08-13 09:47:59 /build/assets/usePostEcho-CpbpiRzD.js ........ ~ 1.79ms
  2026-08-13 09:47:59 /images/accounts/tiktok.png .................. ~ 0.14ms
  2026-08-13 09:47:59 /storage/social-accounts/01d3d468-3176-4f39-9ebb-8aec23a000af.jpg  ~ 0.72ms
  2026-08-13 09:47:59 /notifications ............................... ~ 0.07ms
  2026-08-13 09:48:00 /storage/social-accounts/0d12d54f-606a-458c-97d8-796dd4b70014.jpg  ~ 0.14ms
  2026-08-13 09:47:59 /build/assets/php_vi-BOZuxoyi.js ............. ~ 0.77ms
  2026-08-13 09:48:00 /images/accounts/facebook.png ................ ~ 0.55ms
  2026-08-13 09:48:00 /presence/heartbeat .......................... ~ 0.85ms
  2026-08-13 09:48:00 /storage/social-accounts/15714988-d5bd-4693-8769-e4b97f2e9e0b.jpg  ~ 1.50ms
  2026-08-13 09:48:00 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.18ms
  2026-08-13 09:48:00 /images/accounts/youtube.png ................. ~ 1.73ms
  2026-08-13 09:48:00 /build/assets/app-D6m_3w8G.js ................ ~ 1.55ms
  2026-08-13 09:48:00 /build/assets/app-D6m_3w8G.js ................ ~ 0.05ms
  2026-08-13 09:48:00 /build/assets/app-D6m_3w8G.js ................ ~ 0.05ms
  2026-08-13 09:48:00 /assets/search ............................... ~ 0.11ms
  2026-08-13 09:48:00 /assets/unsplash/trending .................... ~ 0.41ms
  2026-08-13 09:48:00 /assets/giphy/trending ....................... ~ 0.24ms
  2026-08-13 09:48:00 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 0.26ms
  2026-08-13 09:48:02 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 0.12ms
  2026-08-13 09:48:05 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791 .. ~ 0.13ms
  2026-08-13 09:48:05 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.03ms
  2026-08-13 09:48:05 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 500.68ms
  2026-08-13 09:48:05 /build/assets/app-D6m_3w8G.js ................ ~ 0.05ms
  2026-08-13 09:48:05 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:48:07 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791 .. ~ 0.16ms
  2026-08-13 09:48:08 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.15ms
  2026-08-13 09:48:08 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.03ms
  2026-08-13 09:48:08 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:48:08 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:48:13 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791 .. ~ 0.14ms
  2026-08-13 09:48:13 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 500.64ms
  2026-08-13 09:48:13 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.04ms
  2026-08-13 09:48:13 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:48:13 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:48:14 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791  ~ 500.41ms
  2026-08-13 09:48:15 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.03ms
  2026-08-13 09:48:15 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.04ms
  2026-08-13 09:48:15 /build/assets/app-D6m_3w8G.js .............. ~ 500.37ms
  2026-08-13 09:48:15 /build/assets/app-D6m_3w8G.js ................ ~ 0.04ms
  2026-08-13 09:48:16 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791  ~ 500.51ms
  2026-08-13 09:48:18 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791 .. ~ 0.11ms
  2026-08-13 09:48:19 /build/assets/Show-CRTmyzDT.js ............... ~ 0.16ms
  2026-08-13 09:48:19 /build/assets/card-DCVVMaiD.js ............... ~ 0.36ms
  2026-08-13 09:48:19 /build/assets/usePostStatus-CFFFFHlm.js ...... ~ 0.61ms
  2026-08-13 09:48:19 /notifications ............................... ~ 0.15ms
  2026-08-13 09:48:19 /presence/heartbeat .......................... ~ 0.04ms
  2026-08-13 09:48:19 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791 .. ~ 0.27ms
  2026-08-13 09:48:19 /build/assets/app-D6m_3w8G.js ................ ~ 0.14ms
  2026-08-13 09:48:19 /build/assets/app-D6m_3w8G.js ................ ~ 0.03ms
  2026-08-13 09:48:20 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 0.13ms
  2026-08-13 09:48:36 /notifications ............................... ~ 0.15ms
  2026-08-13 09:48:38 /notifications/019ffa85-d240-70b5-a0df-385e2ecfadc5/read  ~ 0.14ms
  2026-08-13 09:48:38 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.23ms
  2026-08-13 09:48:38 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791  ~ 500.74ms
  2026-08-13 09:48:39 /notifications ............................... ~ 0.05ms
  2026-08-13 09:48:39 /presence/heartbeat .......................... ~ 0.06ms
  2026-08-13 09:48:39 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791 .. ~ 0.52ms
  2026-08-13 09:48:39 /build/assets/app-D6m_3w8G.js ................ ~ 0.05ms
  2026-08-13 09:48:39 /build/assets/app-D6m_3w8G.js ................ ~ 0.05ms
  2026-08-13 09:48:39 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 0.86ms
  2026-08-13 09:49:09 /presence/heartbeat .......................... ~ 1.36ms
  2026-08-13 09:49:09 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791  ~ 500.41ms
  2026-08-13 09:49:35 /notifications ............................... ~ 2 giây
  2026-08-13 09:49:38 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791/edit  ~ 0.07ms
  2026-08-13 09:49:38 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791  ~ 500.93ms
  2026-08-13 09:49:38 /notifications ............................... ~ 0.05ms
  2026-08-13 09:49:38 /presence/heartbeat .......................... ~ 0.50ms
  2026-08-13 09:49:38 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791 .. ~ 0.63ms
  2026-08-13 09:49:38 /build/assets/app-D6m_3w8G.js ................ ~ 0.08ms
  2026-08-13 09:49:39 /build/assets/app-D6m_3w8G.js ................ ~ 0.22ms
  2026-08-13 09:49:38 /storage/medias/661a5b1b-6e93-4ef3-b74c-d299fb1eb411.mp4  ~ 1 giây
  2026-08-13 09:50:08 /presence/heartbeat .......................... ~ 0.15ms
  2026-08-13 09:50:09 /posts/019ffa85-79f4-72f4-b64d-96a02ec33791  ~ 500.72ms
